title,genre,director,writer,stars,IMDb rating,IMDb description,duration,content rating,year,month
"""Star Trek: The Next Generation"" Captain's Holiday (TV Episode 1990) - IMDb","['Action', 'Adventure', 'Drama']",['Chip Chalmers'],"['Gene Roddenberry', 'Ira Steven Behr', 'Ronald D. Moore']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7578947368421053,"After mediating a difficult trade agreement, Captain Picard is encouraged to take a much needed rest on a vacationing planet, where he&apos;s visited by a strange race from the future, in search of a dangerous weapon.",0.4380952380952381,0,1995,7
"""Star Trek: Voyager"" Relativity (TV Episode 1999) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Eastman'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.8947368421052632,Federation time ship Capt Braxton pulls Seven out of her time to help identify and destroy a bomb planted aboard Voyager.,0.4380952380952381,0,1999,5
"""Star Trek: Deep Space Nine"" The Jem'Hadar (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Kim Friedman'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.8842105263157896,"While in the Gamma Quadrant, Sisko, Quark and a strange telepathic woman are captured by the Jem&apos;Hadar, the soldiers of the Dominion.",0.4380952380952381,0,1996,7
"""Star Trek: Deep Space Nine"" If Wishes Were Horses (TV Episode 1993) - IMDb","['Action', 'Adventure', 'Drama']",['Robert Legato'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.6736842105263158,"While Dax investigates an unusual energy reading near DS9 to see if it&apos;s dangerous for the station, people&apos;s imaginations suddenly come alive, causing chaos.",0.4380952380952381,0,1995,12
"""Star Trek: Voyager"" Real Life (TV Episode 1997) - IMDb","['Action', 'Adventure', 'Drama']",['Anson Williams'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.7684210526315789,"As Captain Janeway leads an investigation into an unheard of space phenomenon, B&apos;Elanna tweaks the Doctor&apos;s all too sugary creation of a holographic family towards &quot;real life.&quot;",0.4380952380952381,0,1997,4
"""Star Trek: Enterprise"" Broken Bow, Part 1 (TV Episode 2001) - IMDb","['Action', 'Adventure', 'Drama']",['James L. Conway'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.7999999999999999,"In the mid-22nd century, the Earth ship Enterprise is launched under the command of Captain Jonathan Archer. When the crew rescues an alien from a crashed spaceship, Earth gets its first look at the alien&apos;s race - the Klingons. Ar...",0.42857142857142855,0,2003,9
"""Star Trek: Deep Space Nine"" Past Tense, Part I (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Reza Badiyi'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.8210526315789474,"Sisko, Bashir and Dax are accidentally sent to San Francisco in the 21st century due to a transporter malfunction, and must figure out how to get back to return without changing the time line.",0.4380952380952381,0,1995,1
"""Futurama"" Space Pilot 3000 (TV Episode 1999) - IMDb","['Animation', 'Adventure', 'Comedy']","['Rich Moore', 'Gregg Vanzo']","['Matt Groening', 'David X. Cohen']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.9052631578947368,A down-on-his-luck pizza delivery guy is accidentally frozen on New Year&apos;s Eve 1999 and wakes up in the year 3000.,0.21904761904761905,0,2000,1
"""Star Trek: Voyager"" Counterpoint (TV Episode 1998) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.8315789473684211,Voyager passes through a sector of space controlled by a race that is deeply suspicious of telepathic lifeforms. The presence of Tuvok and other telepaths forces the Voyager crew to develop a novel approach in order to pass throug...,0.4380952380952381,0,1998,12
"""Star Trek: Enterprise"" Detained (TV Episode 2002) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.7684210526315789,Archer and Mayweather are captured by the Tandarans and placed in a Suliban internment camp.,0.42857142857142855,0,2003,12
"""Star Trek: Enterprise"" Dear Doctor (TV Episode 2002) - IMDb","['Action', 'Adventure', 'Drama']",['James A. Contner'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.8421052631578947,"Phlox is asked to save the Valakians from annihilation by disease. However, he discovers something unusual about the Menk, another humanoid race on the planet.",0.42857142857142855,0,2003,11
"""Futurama"" Amazon Women in the Mood (TV Episode 2001) - IMDb","['Animation', 'Adventure', 'Comedy']",['Brian Sheesley'],"['Matt Groening', 'David X. Cohen', 'Lew Morton']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.9052631578947368,"Gigantic feminist Amazons give Fry, Kif, and Zapp a grueling workout.",0.21904761904761905,1,2001,2
"""Futurama"" Spanish Fry (TV Episode 2003) - IMDb","['Animation', 'Adventure', 'Comedy']","['Peter Avanzino', 'Ron Hughart']","['Matt Groening', 'David X. Cohen', 'Ron Weiner']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.7999999999999999,"After being abducted by &quot;human horn&quot; poachers, Fry goes on a search for his missing nose.",0.21904761904761905,1,2003,7
"""Star Trek: The Next Generation"" Reunion (TV Episode 1990) - IMDb","['Action', 'Adventure', 'Drama']",['Jonathan Frakes'],"['Gene Roddenberry', 'Thomas Perry', 'Jo Perry']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.8736842105263158,"When the leader of the Klingon High Council dies, Picard finds himself in the middle of the struggle for the now-vacant position. Meanwhile, Worf reunites with a past love, only to find he now has a son.",0.4380952380952381,0,1990,11
"""Star Trek: Enterprise"" Cold Station 12 (TV Episode 2004) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Vejar'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.8210526315789474,"The Augments are on their way to Cold Station 12, where Augments embryos are kept.",0.4095238095238095,0,2005,3
"""Star Trek: Voyager"" Fury (TV Episode 2000) - IMDb","['Action', 'Adventure', 'Drama']",['John Bruno'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.6526315789473685,"An incensed Kes returns to Voyager to travel back in time and abduct her younger self, inadvertently causing younger Tuvok to experience precognitive hallucinations.",0.4095238095238095,0,2000,5
"""The Twilight Zone"" A Most Unusual Camera (TV Episode 1960) - IMDb","['Drama', 'Fantasy', 'Horror']",['John Rich'],['Rod Serling'],"['Fred Clark', 'Jean Carson', 'Adam Williams']",0.7894736842105263,"When unintelligent crook Chester Dietrich, his wife Paula, and her brother Woodward get a hold of a camera that takes pictures of the immediate future, they head to the racetrack to make a quick fortune with their new toy.",0.23809523809523808,0,1960,12
"""Star Trek"" For the World Is Hollow and I Have Touched the Sky (TV Episode 1968) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Anton Leader'],"['Gene Roddenberry', 'Hendrik Vollaerts', 'Arthur H. Singer']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",0.7473684210526316,The Enterprise discovers an apparent asteroid that is on a collision course with a planet is actually an ancient populated generation ship.,0.4857142857142857,0,1968,11
"""Star Trek: The Next Generation"" Qpid (TV Episode 1991) - IMDb","['Action', 'Adventure', 'Drama']",['Cliff Bole'],"['Gene Roddenberry', 'Ira Steven Behr', 'Randee Russell']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7578947368421053,"Aiming to get out of Jean-Luc&apos;s debt, Q forces Capt. Picard and his officers to live out the Legend of Robin Hood - with a past acquaintance as Maid Marian.",0.42857142857142855,0,1991,4
"""Star Trek: The Animated Series"" Yesteryear (TV Episode 1973) - IMDb","['Animation', 'Action', 'Adventure']",['Hal Sutherland'],"['Gene Roddenberry', 'D.C. Fontana']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",0.8526315789473684,"After finding himself erased from recent history, Spock must travel back in time to save himself as a youth.",0.23809523809523808,0,1973,9
"""Star Trek: Voyager"" Future's End (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.863157894736842,A timeship from the future who tries to stop Voyager gets thrown with Voyager into the twentieth century. His timeship is found in 1967 and Voyager discovers that a company that has benefited from its technology exists in 1996.,0.41904761904761906,0,1996,11
"""Star Trek: Enterprise"" Storm Front (TV Episode 2004) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Kroeker'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.7684210526315789,"Following the destruction of the Xindi weapon, the Enterprise crew discovers that they have been sent back in time to 1944. However, history has been altered, leaving Nazi Germany in control of a large portion of the eastern Unite...",0.4095238095238095,1,2005,2
"""The Twilight Zone"" Third from the Sun (TV Episode 1960) - IMDb","['Drama', 'Fantasy', 'Horror']",['Richard L. Bare'],"['Rod Serling', 'Richard Matheson']","['Fritz Weaver', 'Edward Andrews', 'Joe Maross']",0.8526315789473684,Two families of Government employees plan to steal a spaceship and travel to another planet just prior to a nuclear war. They must also deal with a stooge who wants to stop them.,0.23809523809523808,0,1960,1
"""Star Trek: Deep Space Nine"" Rapture (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Jonathan West'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",0.7473684210526316,"Sisko begins having visions that may show him how to best help Bajor, but they&apos;re killing him.",0.4380952380952381,0,1996,12
"""Star Trek"" The Lights of Zetar (TV Episode 1969) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Herbert Kenwith'],"['Gene Roddenberry', 'Jeremy Tarcher', 'Shari Lewis']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",0.6526315789473685,"A mysterious, twinkling mass of sapient energy ravages an important archive and Scotty&apos;s new girlfriend may be linked to it.",0.4857142857142857,0,1969,1
"""Futurama"" A Clone of My Own (TV Episode 2000) - IMDb","['Animation', 'Adventure', 'Comedy']","['Bret Haaland', 'Rich Moore']","['Matt Groening', 'David X. Cohen', 'Patric M. Verrone']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.7894736842105263,Prof. Farnsworth reveals that he cloned himself years ago and introduces his clone to the Planet Express staff.,0.21904761904761905,1,2000,4
"""Star Trek: Voyager"" Workforce (TV Episode 2001) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Kroeker'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.7999999999999999,Almost the entire Voyager crew has been abducted and brainwashed to serve as workers in a severely short-handed industrial alien society.,0.4095238095238095,0,2001,2
"""The Twilight Zone"" A World of His Own (TV Episode 1960) - IMDb","['Drama', 'Fantasy', 'Horror']",['Ralph Nelson'],"['Richard Matheson', 'Rod Serling']","['Keenan Wynn', 'Phyllis Kirk', 'Mary LaRoche']",0.8526315789473684,A writer demonstrates he can control reality simply by dictating changes.,0.23809523809523808,0,1960,7
"""Star Trek"" Turnabout Intruder (TV Episode 1969) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Herb Wallerstein'],"['Gene Roddenberry', 'Arthur H. Singer']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",0.7157894736842105,Captain Kirk&apos;s insane ex-lover Dr. Janice Lester forcibly switches bodies with him in order to take command of the Enterprise.,0.4857142857142857,0,1969,6
"""Futurama"" The Devil's Hands Are Idle Playthings (TV Episode 2003) - IMDb","['Animation', 'Adventure', 'Comedy']",['Bret Haaland'],"['Matt Groening', 'David X. Cohen', 'Ken Keeler']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.9578947368421052,"Fry makes a deal with the Robot Devil so he can get robot hands to play the holophoner and impress Leela. In a twist of fate, Fry trades hands with the Robot Devil and writes a masterpiece opera about Leela. However, the Robot Dev...",0.21904761904761905,1,2003,8
"""Star Trek: The Next Generation"" Shades of Gray (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Maurice Hurley', 'Richard Manning']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.34736842105263155,"When Commander Riker comes down with a dangerous alien infection after an away mission, the only way to treat it may be through reliving his memories.",0.42857142857142855,0,1994,5
"""Star Trek: Enterprise"" Unexpected (TV Episode 2001) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Vejar'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.7578947368421053,"After helping to repair the warp drive on board of a Xyrillian ship, Trip notices a strange bulging on his arm.",0.42857142857142855,0,2003,10
"""Star Trek: Voyager"" Phage (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.7473684210526316,"Searching to replenish their dilithium supplies, Voyager encounters the Vidiians who assault other races for their organs. Neelix is attacked and his lungs taken. Now it&apos;s a race against time to retrieve the stolen lungs and save ...",0.4380952380952381,0,1995,2
"""Star Trek: Enterprise"" The Augments (TV Episode 2004) - IMDb","['Action', 'Adventure', 'Drama']",['LeVar Burton'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.8210526315789474,"The Augments have yet again escaped. While Dr. Soong wants to hide the embryos, Malik has an entirely different and way more cruel plan.",0.4095238095238095,0,2005,3
"""Star Trek: Deep Space Nine"" The Sound of Her Voice (TV Episode 1998) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",0.7789473684210527,"As the Defiant races to a shipwrecked officer who is days away, the crew keeps in contact with her. Meanwhile, Jake follows Quark&apos;s latest scheme for story research.",0.4380952380952381,0,1998,6
"""Star Trek: Enterprise"" In a Mirror, Darkly (TV Episode 2005) - IMDb","['Action', 'Adventure', 'Drama']",['James L. Conway'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.863157894736842,"Set in the dark and oppressive Mirror Universe, Commander Archer leads a mutiny in a bold attempt to seize control of an advanced starship - a vessel from the future that may be the key to saving the Terran Empire.",0.4095238095238095,0,2005,10
"""Star Trek: The Animated Series"" The Infinite Vulcan (TV Episode 1973) - IMDb","['Animation', 'Action', 'Adventure']",['Hal Sutherland'],"['Gene Roddenberry', 'Walter Koenig', 'D.C. Fontana']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",0.6421052631578947,"On a planet of intelligent plantlike creatures, the clone of a human scientist clones Mr. Spock for use in a galactic peace mission.",0.21904761904761905,0,1973,10
"""The Twilight Zone"" The Gift (TV Episode 1962) - IMDb","['Drama', 'Fantasy', 'Horror']",['Allen H. Miner'],['Rod Serling'],"['Geoffrey Horne', 'Nico Minardos', 'Cliff Osmond']",0.7052631578947368,A man from the stars comes with a gift to a small Mexican village whose residents do not welcome this stranger.,0.23809523809523808,0,1962,4
"""Star Trek: Deep Space Nine"" Statistical Probabilities (TV Episode 1997) - IMDb","['Action', 'Adventure', 'Drama']",['Anson Williams'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",0.7894736842105263,A group of genetically engineered humans are brought to Dr. Bashir on DS9 in the hopes of integrating them into wider society.,0.4380952380952381,0,1997,11
"""Star Trek: The Next Generation"" Manhunt (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Tracy Tormé', 'Melinda M. Snodgrass']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.6421052631578947,A midlife Betazoid condition renders Ambassador Troi hot on the hunt for romance and wedlock with Captain Picard - or any man.,0.42857142857142855,0,1994,5
"""Futurama"" Xmas Story (TV Episode 1999) - IMDb","['Animation', 'Adventure', 'Comedy']","['Peter Avanzino', 'Bret Haaland', 'Rich Moore']","['Matt Groening', 'David X. Cohen', 'Jeff Westbrook']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.8526315789473684,Fry learns how Christmas has changed and remained the same over the last 1000 years when a Robot Santa terrorizes New New York.,0.21904761904761905,1,1999,12
"""Futurama"" A Flight to Remember (TV Episode 1999) - IMDb","['Animation', 'Adventure', 'Comedy']","['Peter Avanzino', 'Rich Moore', 'Gregg Vanzo']","['Matt Groening', 'David X. Cohen', 'Eric Horsted']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.863157894736842,The crew takes a vacation cruise on the maiden voyage of the new space Titanic.,0.21904761904761905,1,1999,9
"""Futurama"" Möbius Dick (TV Episode 2011) - IMDb","['Animation', 'Adventure', 'Comedy']","['Dwayne Carey-Hill', 'Peter Avanzino']","['Matt Groening', 'David X. Cohen', 'Dan Vebber']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.7684210526315789,"While traveling through the Bermuda Tetrahedron, the crew encounters a giant four-dimensional space whale.",0.20952380952380953,1,2011,8
"""Star Trek: The Next Generation"" The Battle (TV Episode 1987) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Herbert Wright', 'Larry Forrester']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7157894736842105,"Beware Ferengi bearing gifts. Capt. Picard receives the Stargazer, a ship considered lost that he once commanded.",0.4380952380952381,0,1992,7
"""Star Trek: Deep Space Nine"" Ferengi Love Songs (TV Episode 1997) - IMDb","['Action', 'Adventure', 'Drama']",['Rene Auberjonois'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",0.7052631578947368,Quark doesn&apos;t know whether to be panicked or overjoyed when he learns that his mother is the new lover of the Grand Nagus.,0.4380952380952381,0,1997,4
"""Star Trek: The Next Generation"" Aquiel (TV Episode 1993) - IMDb","['Action', 'Adventure', 'Drama']",['Cliff Bole'],"['Gene Roddenberry', 'Brannon Braga', 'Ronald D. Moore']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.631578947368421,"Murderous intrigue abounds for the Enterprise when one of the crew aboard a subspace station is believed dead, and suspected to have taken part in it until the Klingons show up with the young lieutenant, to Geordi&apos;s taste.",0.4380952380952381,0,1993,1
"""Star Trek: Voyager"" Darkling (TV Episode 1997) - IMDb","['Action', 'Adventure', 'Drama']",['Alexander Singer'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.6526315789473685,"As Kes develops a relationship with a Mikhal Traveler, a member of Voyager&apos;s crew develops a dangerously ruthless split personality with a fixation on Kes.",0.4380952380952381,0,1997,2
"""Star Trek: The Next Generation"" Booby Trap (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Gabrielle Beaumont'],"['Gene Roddenberry', 'Ron Roman', 'Michael Piller']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7789473684210527,"The Enterprise triggers an ancient yet effective trap left by an extinct race, with a perfectly preserved derelict ship serving as cheese for Picard.",0.42857142857142855,0,1994,7
"""Star Trek: Enterprise"" Two Days and Two Nights (TV Episode 2002) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Dorn'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.6947368421052631,The members of the Enterprise crew are faced with various misadventures and challenges while taking a two day break from their duties on the planet of Risa.,0.42857142857142855,0,2003,12
"""Star Trek: The Next Generation"" Ensign Ro (TV Episode 1991) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Michael Piller', 'Rick Berman']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.8210526315789474,"Captain Picard foils a plot against the Bajorans with his new Bajoran officer, Ensign Ro.",0.4380952380952381,0,1991,10
"""Star Trek: The Next Generation"" The Inner Light (TV Episode 1992) - IMDb","['Action', 'Adventure', 'Drama']",['Peter Lauritson'],"['Gene Roddenberry', 'Morgan Gendel', 'Peter Allan Fields']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.9894736842105264,Picard awakes to find himself living in a small village where he is a well-known member of the community who is suffering from a delusion of being a starship captain.,0.42857142857142855,0,1992,5
"""Star Trek: Voyager"" Pathfinder (TV Episode 1999) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Vejar'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.8842105263157896,"On Earth, Barclay uses holograms to formulate a plan to open communications with Voyager.",0.41904761904761906,1,1999,12
"""Star Trek"" Wink of an Eye (TV Episode 1968) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Jud Taylor'],"['Gene Roddenberry', 'Arthur Heinemann', 'Gene L. Coon']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",0.7684210526315789,A group of aliens who exist in a state of incredible acceleration invade the Enterprise and abduct Capt. Kirk.,0.4857142857142857,0,1968,11
"""The Twilight Zone"" The Last Rites of Jeff Myrtlebank (TV Episode 1962) - IMDb","['Drama', 'Fantasy', 'Horror']",['Montgomery Pittman'],"['Montgomery Pittman', 'Rod Serling']","['James Best', 'Sherry Jackson', 'Edgar Buchanan']",0.7473684210526316,"Young Southerner Jefferson Myrtlebank wakes up during his own funeral and wants to know what is going on. The townsfolk are glad to see him back, but they begin to wonder if he&apos;s a man - or something else.",0.23809523809523808,0,1962,2
"""Star Trek: The Next Generation"" The Last Outpost (TV Episode 1987) - IMDb","['Action', 'Adventure', 'Drama']",['Richard A. Colla'],"['Gene Roddenberry', 'Herbert Wright', 'Richard Krzemien']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.6631578947368421,The Enterprise makes a confrontational first contact with the piratical Ferengi race as their two ships are ensnared by a presumed dead planet ready to judge them.,0.42857142857142855,0,1992,7
"""Star Trek: The Next Generation"" Allegiance (TV Episode 1990) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Richard Manning', 'Hans Beimler']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7789473684210527,Picard is kidnapped and held with three different aliens and meanwhile replaced with a replica as impostor captain.,0.42857142857142855,0,1995,7
"""Star Trek: The Next Generation"" Heart of Glory (TV Episode 1988) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Maurice Hurley', 'Herbert Wright']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7578947368421053,The Enterprise searches for answers as to why three Klingon warriors were the only survivors aboard a freighter just inside the Neutral Zone which was seemingly attacked by a Ferengi ship.,0.4380952380952381,0,1993,6
"""Star Trek: Voyager"" Heroes and Demons (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.7052631578947368,"When Harry disappears during his Beowulf holonovel, Chakotay and Tuvok, sent to investigate, disappear as well. Not wanting to lose anymore crewmembers, the Doctor&apos;s transferred to the holodeck to investigate.",0.4380952380952381,0,1995,4
"""Star Trek: Voyager"" Someone to Watch Over Me (TV Episode 1999) - IMDb","['Action', 'Adventure', 'Drama']",['Robert Duncan McNeill'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.8421052631578947,"As The Doctor guides Seven into the unfamiliar social realm of dating, Ambassador Neelix suffers an alien monk who overindulges.",0.4380952380952381,0,1999,4
"""Star Trek: Deep Space Nine"" Fascination (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Avery Brooks'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.6526315789473685,"When Lwaxana Troi visits the station for the Bajoran Gratitude Festival, the crew is stricken with intense romantic attractions to one another.",0.4380952380952381,0,1994,11
"""Futurama"" Rebirth (TV Episode 2010) - IMDb","['Animation', 'Adventure', 'Comedy']","['Frank Marino', 'Peter Avanzino']","['Matt Groening', 'David X. Cohen']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.8210526315789474,"After the events of Over The Wild Green Yonder, Leela is put in an irreversible coma. Fry must find a way to cope with his loss, so he builds a robotic Leela.",0.20952380952380953,1,2010,6
"""Star Trek: Enterprise"" Azati Prime (TV Episode 2004) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Kroeker'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.8947368421052632,Archer decides he should pilot a kamikaze shuttle to destroy the Xindi weapon. Temporal agent Daniels urges him to reconsider.,0.4095238095238095,0,2004,10
"""The Twilight Zone"" Escape Clause (TV Episode 1959) - IMDb","['Drama', 'Fantasy', 'Horror']",['Mitchell Leisen'],['Rod Serling'],"['Rod Serling', 'David Wayne', 'Thomas Gomez']",0.7684210526315789,"A hypochondriac man sells his soul to the devil, exchanging it for several thousand years of immortality.",0.23809523809523808,0,1959,11
"""Star Trek: The Next Generation"" Q Who (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Maurice Hurley', 'Melinda M. Snodgrass']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.9368421052631579,"Q tries to prove that Picard needs him as part of their crew by hurling the Enterprise 7,000 light years away where they encounter the Borg for the first time.",0.4380952380952381,0,1994,4
"""Star Trek: The Next Generation"" Unification II (TV Episode 1991) - IMDb","['Action', 'Adventure', 'Drama']",['Cliff Bole'],"['Gene Roddenberry', 'Michael Piller', 'Rick Berman']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.8736842105263158,"On Romulus, Picard finds Spock, as well as an underground peace movement, a double agent, a bold ulterior motive against the Federation, and a familiar adversary.",0.42857142857142855,0,1991,11
"""The Twilight Zone"" Mr. Bevis (TV Episode 1960) - IMDb","['Drama', 'Fantasy', 'Horror']",['William Asher'],['Rod Serling'],"['Rod Serling', 'Orson Bean', 'Henry Jones']",0.7052631578947368,"After losing his job, his car and his apartment on the same day, an eccentric loser gets a new lease on life from his guardian angel, but there is a price for keeping it.",0.23809523809523808,0,1960,6
"""Star Trek: Deep Space Nine"" Body Parts (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Avery Brooks'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",0.7789473684210527,"Quark believes he&apos;s going to die, and Rom convinces him to sell his remains. After an accident, Bashir must move Keiko&apos;s fetus to Kira&apos;s womb.",0.5714285714285714,0,1996,6
