label,collections,title,genre,director,writer,stars,IMDb rating,IMDb description,air date,duration,content rating,url
The_Lights_of_Zetar_st_og.txt,Collection: tvseries: Star Trek: The Original Series,"""Star Trek"" The Lights of Zetar (TV Episode 1969) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Herbert Kenwith'],"['Gene Roddenberry', 'Jeremy Tarcher', 'Shari Lewis']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",6.2,"A mysterious, twinkling mass of sapient energy ravages an important archive and Scotty&apos;s new girlfriend may be linked to it.",1969-01-31,PT51M,TV-PG,https://www.imdb.com/title/tt0708468/
A_Clone_of_My_Own_f.txt,Collection: tvseries: Futurama,"""Futurama"" A Clone of My Own (TV Episode 2000) - IMDb","['Animation', 'Adventure', 'Comedy']","['Bret Haaland', 'Rich Moore']","['Matt Groening', 'David X. Cohen', 'Patric M. Verrone']","['Billy West', 'Katey Sagal', 'John DiMaggio']",7.5,Prof. Farnsworth reveals that he cloned himself years ago and introduces his clone to the Planet Express staff.,2000-04-09,PT23M,TV-14,https://www.imdb.com/title/tt0584424/
Workforce_Part_I_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Workforce (TV Episode 2001) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Kroeker'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",7.6,Almost the entire Voyager crew has been abducted and brainwashed to serve as workers in a severely short-handed industrial alien society.,2001-02-21,PT43M,TV-PG,https://www.imdb.com/title/tt0394916/
A_World_of_His_Own_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" A World of His Own (TV Episode 1960) - IMDb","['Drama', 'Fantasy', 'Horror']",['Ralph Nelson'],"['Richard Matheson', 'Rod Serling']","['Keenan Wynn', 'Phyllis Kirk', 'Mary LaRoche']",8.1,A writer demonstrates he can control reality simply by dictating changes.,1960-07-01,PT25M,TV-PG,https://www.imdb.com/title/tt0734553/
Turnabout_Intruder_st_og.txt,Collection: tvseries: Star Trek: The Original Series,"""Star Trek"" Turnabout Intruder (TV Episode 1969) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Herb Wallerstein'],"['Gene Roddenberry', 'Arthur H. Singer']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",6.8,Captain Kirk&apos;s insane ex-lover Dr. Janice Lester forcibly switches bodies with him in order to take command of the Enterprise.,1969-06-03,PT51M,TV-PG,https://www.imdb.com/title/tt0708485/
The_Devils_Hands_Are_Idle_Playthings_f.txt,Collection: tvseries: Futurama,"""Futurama"" The Devil's Hands Are Idle Playthings (TV Episode 2003) - IMDb","['Animation', 'Adventure', 'Comedy']",['Bret Haaland'],"['Matt Groening', 'David X. Cohen', 'Ken Keeler']","['Billy West', 'Katey Sagal', 'John DiMaggio']",9.1,"Fry makes a deal with the Robot Devil so he can get robot hands to play the holophoner and impress Leela. In a twist of fate, Fry trades hands with the Robot Devil and writes a masterpiece opera about Leela. However, the Robot Dev...",2003-08-10,PT23M,TV-14,https://www.imdb.com/title/tt0584456/
Shades_of_Gray_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Shades of Gray (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Maurice Hurley', 'Richard Manning']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",3.3,"When Commander Riker comes down with a dangerous alien infection after an away mission, the only way to treat it may be through reliving his memories.",1994-05-22,PT45M,TV-PG,https://www.imdb.com/title/tt0708772/
Unexpected_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Unexpected (TV Episode 2001) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Vejar'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",7.2,"After helping to repair the warp drive on board of a Xyrillian ship, Trip notices a strange bulging on his arm.",2003-10-13,PT45M,TV-PG,https://www.imdb.com/title/tt0572263/
Phage_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Phage (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",7.1,"Searching to replenish their dilithium supplies, Voyager encounters the Vidiians who assault other races for their organs. Neelix is attacked and his lungs taken. Now it&apos;s a race against time to retrieve the stolen lungs and save ...",1995-02-06,PT46M,TV-PG,https://www.imdb.com/title/tt0708946/
The_Augments_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" The Augments (TV Episode 2004) - IMDb","['Action', 'Adventure', 'Drama']",['LeVar Burton'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",7.8,"The Augments have yet again escaped. While Dr. Soong wants to hide the embryos, Malik has an entirely different and way more cruel plan.",2005-03-14,PT43M,TV-PG,https://www.imdb.com/title/tt0572248/
The_Sound_of_Her_Voice_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" The Sound of Her Voice (TV Episode 1998) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",7.4,"As the Defiant races to a shipwrecked officer who is days away, the crew keeps in contact with her. Meanwhile, Jake follows Quark&apos;s latest scheme for story research.",1998-06-10,PT46M,TV-PG,https://www.imdb.com/title/tt0708642/
In_a_Mirror_Darkly_Part_I_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" In a Mirror, Darkly (TV Episode 2005) - IMDb","['Action', 'Adventure', 'Drama']",['James L. Conway'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",8.2,"Set in the dark and oppressive Mirror Universe, Commander Archer leads a mutiny in a bold attempt to seize control of an advanced starship - a vessel from the future that may be the key to saving the Terran Empire.",2005-10-22,PT43M,TV-PG,https://www.imdb.com/title/tt0572219/
The_Infinite_Vulcan_st_as.txt,Collection: tvseries: Star Trek: The Animated Series,"""Star Trek: The Animated Series"" The Infinite Vulcan (TV Episode 1973) - IMDb","['Animation', 'Action', 'Adventure']",['Hal Sutherland'],"['Gene Roddenberry', 'Walter Koenig', 'D.C. Fontana']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",6.1,"On a planet of intelligent plantlike creatures, the clone of a human scientist clones Mr. Spock for use in a galactic peace mission.",1973-10-20,PT23M,TV-PG,https://www.imdb.com/title/tt0832421/
The_Gift_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" The Gift (TV Episode 1962) - IMDb","['Drama', 'Fantasy', 'Horror']",['Allen H. Miner'],['Rod Serling'],"['Geoffrey Horne', 'Nico Minardos', 'Cliff Osmond']",6.7,A man from the stars comes with a gift to a small Mexican village whose residents do not welcome this stranger.,1962-04-27,PT25M,TV-PG,https://www.imdb.com/title/tt0734642/
Statistical_Probabilities_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Statistical Probabilities (TV Episode 1997) - IMDb","['Action', 'Adventure', 'Drama']",['Anson Williams'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",7.5,A group of genetically engineered humans are brought to Dr. Bashir on DS9 in the hopes of integrating them into wider society.,1997-11-24,PT46M,TV-PG,https://www.imdb.com/title/tt0708606/
Manhunt_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Manhunt (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Tracy Tormé', 'Melinda M. Snodgrass']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",6.1,A midlife Betazoid condition renders Ambassador Troi hot on the hunt for romance and wedlock with Captain Picard - or any man.,1994-05-01,PT45M,TV-PG,https://www.imdb.com/title/tt0708747/
Xmas_Story_f.txt,Collection: tvseries: Futurama,"""Futurama"" Xmas Story (TV Episode 1999) - IMDb","['Animation', 'Adventure', 'Comedy']","['Peter Avanzino', 'Bret Haaland', 'Rich Moore']","['Matt Groening', 'David X. Cohen', 'Jeff Westbrook']","['Billy West', 'Katey Sagal', 'John DiMaggio']",8.1,Fry learns how Christmas has changed and remained the same over the last 1000 years when a Robot Santa terrorizes New New York.,1999-12-19,PT23M,TV-14,https://www.imdb.com/title/tt0584465/
A_Flight_to_Remember_f.txt,Collection: tvseries: Futurama,"""Futurama"" A Flight to Remember (TV Episode 1999) - IMDb","['Animation', 'Adventure', 'Comedy']","['Peter Avanzino', 'Rich Moore', 'Gregg Vanzo']","['Matt Groening', 'David X. Cohen', 'Eric Horsted']","['Billy West', 'Katey Sagal', 'John DiMaggio']",8.2,The crew takes a vacation cruise on the maiden voyage of the new space Titanic.,1999-09-26,PT23M,TV-14,https://www.imdb.com/title/tt0584426/
Möbius_Dick_f.txt,Collection: tvseries: Futurama,"""Futurama"" Möbius Dick (TV Episode 2011) - IMDb","['Animation', 'Adventure', 'Comedy']","['Dwayne Carey-Hill', 'Peter Avanzino']","['Matt Groening', 'David X. Cohen', 'Dan Vebber']","['Billy West', 'Katey Sagal', 'John DiMaggio']",7.3,"While traveling through the Bermuda Tetrahedron, the crew encounters a giant four-dimensional space whale.",2011-08-04,PT22M,TV-14,https://www.imdb.com/title/tt1642355/
The_Battle_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" The Battle (TV Episode 1987) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Herbert Wright', 'Larry Forrester']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",6.8,"Beware Ferengi bearing gifts. Capt. Picard receives the Stargazer, a ship considered lost that he once commanded.",1992-07-19,PT46M,TV-PG,https://www.imdb.com/title/tt0708784/
Ferengi_Love_Songs_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Ferengi Love Songs (TV Episode 1997) - IMDb","['Action', 'Adventure', 'Drama']",['Rene Auberjonois'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",6.7,Quark doesn&apos;t know whether to be panicked or overjoyed when he learns that his mother is the new lover of the Grand Nagus.,1997-04-21,PT46M,TV-PG,https://www.imdb.com/title/tt0708541/
Aquiel_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Aquiel (TV Episode 1993) - IMDb","['Action', 'Adventure', 'Drama']",['Cliff Bole'],"['Gene Roddenberry', 'Brannon Braga', 'Ronald D. Moore']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",6.0,"Murderous intrigue abounds for the Enterprise when one of the crew aboard a subspace station is believed dead, and suspected to have taken part in it until the Klingons show up with the young lieutenant, to Geordi&apos;s taste.",1993-01-30,PT46M,TV-PG,https://www.imdb.com/title/tt0708677/
Darkling_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Darkling (TV Episode 1997) - IMDb","['Action', 'Adventure', 'Drama']",['Alexander Singer'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",6.2,"As Kes develops a relationship with a Mikhal Traveler, a member of Voyager&apos;s crew develops a dangerously ruthless split personality with a fixation on Kes.",1997-02-19,PT46M,TV-PG,https://www.imdb.com/title/tt0708979/
Booby_Trap_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Booby Trap (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Gabrielle Beaumont'],"['Gene Roddenberry', 'Ron Roman', 'Michael Piller']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",7.4,"The Enterprise triggers an ancient yet effective trap left by an extinct race, with a perfectly preserved derelict ship serving as cheese for Picard.",1994-07-03,PT45M,TV-PG,https://www.imdb.com/title/tt0708682/
Two_Days_and_Two_Nights_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Two Days and Two Nights (TV Episode 2002) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Dorn'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",6.6,The members of the Enterprise crew are faced with various misadventures and challenges while taking a two day break from their duties on the planet of Risa.,2003-12-22,PT45M,TV-PG,https://www.imdb.com/title/tt0572262/
Ensign_Ro_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Ensign Ro (TV Episode 1991) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Michael Piller', 'Rick Berman']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",7.8,"Captain Picard foils a plot against the Bajorans with his new Bajoran officer, Ensign Ro.",1991-10-05,PT46M,TV-PG,https://www.imdb.com/title/tt0708708/
The_Inner_Light_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" The Inner Light (TV Episode 1992) - IMDb","['Action', 'Adventure', 'Drama']",['Peter Lauritson'],"['Gene Roddenberry', 'Morgan Gendel', 'Peter Allan Fields']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",9.4,Picard awakes to find himself living in a small village where he is a well-known member of the community who is suffering from a delusion of being a starship captain.,1992-05-30,PT45M,TV-PG,https://www.imdb.com/title/tt0708803/
Pathfinder_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Pathfinder (TV Episode 1999) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Vejar'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",8.4,"On Earth, Barclay uses holograms to formulate a plan to open communications with Voyager.",1999-12-01,PT44M,TV-G,https://www.imdb.com/title/tt0708944/
Wink_of_an_Eye_st_og.txt,Collection: tvseries: Star Trek: The Original Series,"""Star Trek"" Wink of an Eye (TV Episode 1968) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Jud Taylor'],"['Gene Roddenberry', 'Arthur Heinemann', 'Gene L. Coon']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",7.3,A group of aliens who exist in a state of incredible acceleration invade the Enterprise and abduct Capt. Kirk.,1968-11-29,PT51M,TV-PG,https://www.imdb.com/title/tt0708490/
The_Last_Rites_of_Jeff_Myrtlebank_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" The Last Rites of Jeff Myrtlebank (TV Episode 1962) - IMDb","['Drama', 'Fantasy', 'Horror']",['Montgomery Pittman'],"['Montgomery Pittman', 'Rod Serling']","['James Best', 'Sherry Jackson', 'Edgar Buchanan']",7.1,"Young Southerner Jefferson Myrtlebank wakes up during his own funeral and wants to know what is going on. The townsfolk are glad to see him back, but they begin to wonder if he&apos;s a man - or something else.",1962-02-23,PT25M,TV-PG,https://www.imdb.com/title/tt0734653/
The_Last_Outpost_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" The Last Outpost (TV Episode 1987) - IMDb","['Action', 'Adventure', 'Drama']",['Richard A. Colla'],"['Gene Roddenberry', 'Herbert Wright', 'Richard Krzemien']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",6.3,The Enterprise makes a confrontational first contact with the piratical Ferengi race as their two ships are ensnared by a presumed dead planet ready to judge them.,1992-07-05,PT45M,TV-PG,https://www.imdb.com/title/tt0708804/
Allegiance_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Allegiance (TV Episode 1990) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Richard Manning', 'Hans Beimler']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",7.4,Picard is kidnapped and held with three different aliens and meanwhile replaced with a replica as impostor captain.,1995-07-01,PT45M,TV-PG,https://www.imdb.com/title/tt0708675/
Heart_of_Glory_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Heart of Glory (TV Episode 1988) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Maurice Hurley', 'Herbert Wright']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",7.2,The Enterprise searches for answers as to why three Klingon warriors were the only survivors aboard a freighter just inside the Neutral Zone which was seemingly attacked by a Ferengi ship.,1993-06-04,PT46M,TV-PG,https://www.imdb.com/title/tt0708726/
Heroes_and_Demons_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Heroes and Demons (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",6.7,"When Harry disappears during his Beowulf holonovel, Chakotay and Tuvok, sent to investigate, disappear as well. Not wanting to lose anymore crewmembers, the Doctor&apos;s transferred to the holodeck to investigate.",1995-04-24,PT46M,TV-PG,https://www.imdb.com/title/tt0708906/
Someone_to_Watch_Over_Me_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Someone to Watch Over Me (TV Episode 1999) - IMDb","['Action', 'Adventure', 'Drama']",['Robert Duncan McNeill'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",8.0,"As The Doctor guides Seven into the unfamiliar social realm of dating, Ambassador Neelix suffers an alien monk who overindulges.",1999-04-28,PT46M,TV-PG,https://www.imdb.com/title/tt0708971/
Fascination_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Fascination (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Avery Brooks'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",6.2,"When Lwaxana Troi visits the station for the Bajoran Gratitude Festival, the crew is stricken with intense romantic attractions to one another.",1994-11-28,PT46M,TV-PG,https://www.imdb.com/title/tt0708539/
Rebirth_f.txt,Collection: tvseries: Futurama,"""Futurama"" Rebirth (TV Episode 2010) - IMDb","['Animation', 'Adventure', 'Comedy']","['Frank Marino', 'Peter Avanzino']","['Matt Groening', 'David X. Cohen']","['Billy West', 'Katey Sagal', 'John DiMaggio']",7.8,"After the events of Over The Wild Green Yonder, Leela is put in an irreversible coma. Fry must find a way to cope with his loss, so he builds a robotic Leela.",2010-06-24,PT22M,TV-14,https://www.imdb.com/title/tt1620650/
Azati_Prime_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Azati Prime (TV Episode 2004) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Kroeker'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",8.5,Archer decides he should pilot a kamikaze shuttle to destroy the Xindi weapon. Temporal agent Daniels urges him to reconsider.,2004-10-04,PT43M,TV-PG,https://www.imdb.com/title/tt0572177/
Escape_Clause_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" Escape Clause (TV Episode 1959) - IMDb","['Drama', 'Fantasy', 'Horror']",['Mitchell Leisen'],['Rod Serling'],"['Rod Serling', 'David Wayne', 'Thomas Gomez']",7.3,"A hypochondriac man sells his soul to the devil, exchanging it for several thousand years of immortality.",1959-11-06,PT25M,TV-PG,https://www.imdb.com/title/tt0734566/
Q_Who_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Q Who (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Bowman'],"['Gene Roddenberry', 'Maurice Hurley', 'Melinda M. Snodgrass']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",8.9,"Q tries to prove that Picard needs him as part of their crew by hurling the Enterprise 7,000 light years away where they encounter the Borg for the first time.",1994-04-10,PT46M,TV-PG,https://www.imdb.com/title/tt0708758/
Unification_II_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Unification II (TV Episode 1991) - IMDb","['Action', 'Adventure', 'Drama']",['Cliff Bole'],"['Gene Roddenberry', 'Michael Piller', 'Rick Berman']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",8.3,"On Romulus, Picard finds Spock, as well as an underground peace movement, a double agent, a bold ulterior motive against the Federation, and a familiar adversary.",1991-11-09,PT45M,TV-PG,https://www.imdb.com/title/tt0708836/
Mr._Bevis_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" Mr. Bevis (TV Episode 1960) - IMDb","['Drama', 'Fantasy', 'Horror']",['William Asher'],['Rod Serling'],"['Rod Serling', 'Orson Bean', 'Henry Jones']",6.7,"After losing his job, his car and his apartment on the same day, an eccentric loser gets a new lease on life from his guardian angel, but there is a price for keeping it.",1960-06-03,PT25M,TV-PG,https://www.imdb.com/title/tt0734591/
Body_Parts_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Body Parts (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Avery Brooks'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",7.4,"Quark believes he&apos;s going to die, and Rom convinces him to sell his remains. After an accident, Bashir must move Keiko&apos;s fetus to Kira&apos;s womb.",1996-06-10,PT1H,TV-PG,https://www.imdb.com/title/tt0708508/
Civilization_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Civilization (TV Episode 2001) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Vejar'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",7.2,T&apos;Pol finds unusual neutrino readings on a planet with a preindustrial society.,2003-10-27,PT45M,TV-PG,https://www.imdb.com/title/tt0572190/
His_Way_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" His Way (TV Episode 1998) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Kroeker'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",7.4,Odo is schooled in the ways of romance by a holographic programmed lounge singer.,1998-04-22,PT46M,TV-PG,https://www.imdb.com/title/tt0708548/
Ménage_à_Troi_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Ménage à Troi (TV Episode 1990) - IMDb","['Action', 'Adventure', 'Drama']",['Robert Legato'],"['Gene Roddenberry', 'Fred Bronson', 'Susan Sackett']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",6.5,"When Deanna&apos;s mother spurns advances made by a Ferengi Daimon, he takes it upon himself to kidnap the two of them, along with Commander Riker and steal them away aboard his ship.",1995-08-12,PT45M,TV-PG,https://www.imdb.com/title/tt0708749/
Vortex_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Vortex (TV Episode 1993) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",7.0,"A man named Croden tells Odo he can take him to a place where aliens much like Odo himself exist, which would help Odo find out where he truly comes from.",1995-11-17,PT46M,TV-PG,https://www.imdb.com/title/tt0708659/
Before_and_After_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Before and After (TV Episode 1997) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Kroeker'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",7.6,"On her deathbed, Kes relives her life, jumping backwards in spurts of time towards birth, gaining knowledge as to why as she goes.",1997-04-09,PT45M,TV-PG,https://www.imdb.com/title/tt0708855/
The_Gamesters_of_Triskelion_st_og.txt,Collection: tvseries: Star Trek: The Original Series,"""Star Trek"" The Gamesters of Triskelion (TV Episode 1968) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Gene Nelson'],"['Gene Roddenberry', 'Margaret Armen']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",7.0,"Kirk, Uhura and Chekov are trapped on a planet where abducted aliens are enslaved and trained to perform as gladiators for the amusement of bored, faceless aliens.",1968-01-05,PT50M,TV-PG,https://www.imdb.com/title/tt0708466/
Fridays_Child_st_og.txt,Collection: tvseries: Star Trek: The Original Series,"""Star Trek"" Friday's Child (TV Episode 1967) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Joseph Pevney'],"['Gene Roddenberry', 'D.C. Fontana']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",6.7,The Federation clashes with the Klingon Empire over mining rights to Capella IV. A sudden coup between its warrior-minded inhabitants forces Kirk&apos;s party to flee with the now dead leader&apos;s pregnant wife.,1967-12-01,PT50M,TV-PG,https://www.imdb.com/title/tt0708431/
I_Roommate_f.txt,Collection: tvseries: Futurama,"""Futurama"" I, Roommate (TV Episode 1999) - IMDb","['Animation', 'Adventure', 'Comedy']","['Bret Haaland', 'Rich Moore', 'Gregg Vanzo']","['Matt Groening', 'David X. Cohen', 'Eric Horsted']","['Billy West', 'Katey Sagal', 'John DiMaggio']",8.2,Fry is forced to choose between friendship and television when Bender&apos;s antenna impairs TV reception at their stylish new apartment building.,1999-04-06,PT23M,TV-PG,https://www.imdb.com/title/tt0756882/
Divergence_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Divergence (TV Episode 2005) - IMDb","['Action', 'Adventure', 'Drama']",['David Barrett'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",7.9,"While Enterprise tries to bring Trip on board to reverse the malicious Klingon modifications, Phlox and Antaak find a cure for the virus that will not please General K&apos;Vagh.",2005-10-08,PT43M,TV-PG,https://www.imdb.com/title/tt0572203/
The_Birdbot_of_IceCatraz_f.txt,Collection: tvseries: Futurama,"""Futurama"" The Birdbot of Ice-Catraz (TV Episode 2001) - IMDb","['Animation', 'Adventure', 'Comedy']",['James Purdum'],"['Matt Groening', 'David X. Cohen', 'Dan Vebber']","['Billy West', 'Katey Sagal', 'John DiMaggio']",7.5,"The professor decides to ship hazardous cargo to the outer reaches of space, but the ship travels through some environmentally sensitive areas, including the penguin refuge on Pluto.",2001-03-04,PT22M,TV-14,https://www.imdb.com/title/tt0584452/
